name,composer,genre,key,year,instruments,details_url,tags,catalogue_code,file_urls,raw_file_path,source_url,processed_file_path
"Préludes, Opus 28
(1838)
 No. 6","Chopin, 
 Frédéric",Romanticism,b minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p6.mid,data/files_pianomidi/c8558145302c88b58097744df815497a1372f7cf.mid,http://www.piano-midi.de/midis/chopin/chpn-p6.mid,data/normalized/c8558145302c88b58097744df815497a1372f7cf.xml
"Préludes, Opus 28
(1838)
 No. 8","Chopin, 
 Frédéric",Romanticism,f# minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p8.mid,data/files_pianomidi/dcecf0b363928e0230e0b2a4d43970701020cf03.mid,http://www.piano-midi.de/midis/chopin/chpn-p8.mid,data/normalized/dcecf0b363928e0230e0b2a4d43970701020cf03.xml
"Préludes, Opus 28
(1838)
 No. 9","Chopin, 
 Frédéric",Romanticism,E major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p9.mid,data/files_pianomidi/28c40819ef1debbca2f83cf03d25209cf345bcf6.mid,http://www.piano-midi.de/midis/chopin/chpn-p9.mid,data/normalized/28c40819ef1debbca2f83cf03d25209cf345bcf6.xml
"Préludes, Opus 28
(1838)
 No. 10","Chopin, 
 Frédéric",Romanticism,c# minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p10.mid,data/files_pianomidi/5279c590cf974c26f7121a467cb99f5af7e96a4b.mid,http://www.piano-midi.de/midis/chopin/chpn-p10.mid,data/normalized/5279c590cf974c26f7121a467cb99f5af7e96a4b.xml
"Préludes, Opus 28
(1838)
 No. 13","Chopin, 
 Frédéric",Romanticism,F# major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p13.mid,data/files_pianomidi/40b569967e2568be89b0c7253f03802ad95b9a32.mid,http://www.piano-midi.de/midis/chopin/chpn-p13.mid,data/normalized/40b569967e2568be89b0c7253f03802ad95b9a32.xml
"Préludes, Opus 28
(1838)
 No. 12","Chopin, 
 Frédéric",Romanticism,g# minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p12.mid,data/files_pianomidi/124082a743544da7def03f9c8d830ad4a66dd1ca.mid,http://www.piano-midi.de/midis/chopin/chpn-p12.mid,data/normalized/124082a743544da7def03f9c8d830ad4a66dd1ca.xml
"Préludes, Opus 28
(1838)
 No. 14","Chopin, 
 Frédéric",Romanticism,e- minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p14.mid,data/files_pianomidi/cf8371150e2d28ac07a47791348f080c7da4af3f.mid,http://www.piano-midi.de/midis/chopin/chpn-p14.mid,data/normalized/cf8371150e2d28ac07a47791348f080c7da4af3f.xml
"Préludes, Opus 28
(1838)
 No. 11","Chopin, 
 Frédéric",Romanticism,B major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p11.mid,data/files_pianomidi/a67d0ac170b8964719cbe91e9d09f40b63b025a4.mid,http://www.piano-midi.de/midis/chopin/chpn-p11.mid,data/normalized/a67d0ac170b8964719cbe91e9d09f40b63b025a4.xml
"Préludes, Opus 28
(1838)
 No. 15 - Raindrop","Chopin, 
 Frédéric",Romanticism,C# major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p15.mid,data/files_pianomidi/b0de4459e2effb8ebc26bbea223f2722716f6b29.mid,http://www.piano-midi.de/midis/chopin/chpn-p15.mid,data/normalized/b0de4459e2effb8ebc26bbea223f2722716f6b29.xml
"Préludes, Opus 28
(1838)
 No. 16","Chopin, 
 Frédéric",Romanticism,b- minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p16.mid,data/files_pianomidi/01b529b23cd23d19755d3cc656b3e55961f7ed05.mid,http://www.piano-midi.de/midis/chopin/chpn-p16.mid,data/normalized/01b529b23cd23d19755d3cc656b3e55961f7ed05.xml
"Sonata No. 29 Bb major
(Hammerklavier)
, Opus 106
(1818)
 3. Movement","Beethoven, 
 Ludwig van",Classicism,f# minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_3.mid,data/files_pianomidi/97a5b29dc5e0a331f6436c63343d27b8f5389433.mid,http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_3.mid,data/normalized/97a5b29dc5e0a331f6436c63343d27b8f5389433.xml
"Préludes, Opus 28
(1838)
 No. 17","Chopin, 
 Frédéric",Romanticism,A- major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p17.mid,data/files_pianomidi/050d271b6653245bd2c8385aef9295a25cf2588d.mid,http://www.piano-midi.de/midis/chopin/chpn-p17.mid,data/normalized/050d271b6653245bd2c8385aef9295a25cf2588d.xml
"Sonata No. 29 Bb major
(Hammerklavier)
, Opus 106
(1818)
 4. Movement","Beethoven, 
 Ludwig van",Classicism,B- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_4.mid,data/files_pianomidi/aecc8174ec35dca5b165a3e75684af2b35e7abb4.mid,http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_4.mid,data/normalized/aecc8174ec35dca5b165a3e75684af2b35e7abb4.xml
"Préludes, Opus 28
(1838)
 No. 19","Chopin, 
 Frédéric",Romanticism,,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p19.mid,,,
"Préludes, Opus 28
(1838)
 No. 23","Chopin, 
 Frédéric",Romanticism,F major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p23.mid,data/files_pianomidi/48ea19fdc8645c73e2fdfa5f35c303cfdab038a3.mid,http://www.piano-midi.de/midis/chopin/chpn-p23.mid,data/normalized/48ea19fdc8645c73e2fdfa5f35c303cfdab038a3.xml
"Préludes, Opus 28
(1838)
 No. 22","Chopin, 
 Frédéric",Romanticism,g minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p22.mid,data/files_pianomidi/cb66c1cabd4ca8317d0c7a73d31bd11030c39b2d.mid,http://www.piano-midi.de/midis/chopin/chpn-p22.mid,data/normalized/cb66c1cabd4ca8317d0c7a73d31bd11030c39b2d.xml
"Préludes, Opus 28
(1838)
 No. 20","Chopin, 
 Frédéric",Romanticism,c minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p20.mid,data/files_pianomidi/9ed561cb535372fd82e767d0bad6bb0691f536bd.mid,http://www.piano-midi.de/midis/chopin/chpn-p20.mid,data/normalized/9ed561cb535372fd82e767d0bad6bb0691f536bd.xml
"Préludes, Opus 28
(1838)
 No. 24","Chopin, 
 Frédéric",Romanticism,d minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p24.mid,data/files_pianomidi/77b1001b9c0292edbfe4fe6a830f1fbeec3edf8b.mid,http://www.piano-midi.de/midis/chopin/chpn-p24.mid,data/normalized/77b1001b9c0292edbfe4fe6a830f1fbeec3edf8b.xml
"Préludes, Opus 28
(1838)
 No. 21","Chopin, 
 Frédéric",Romanticism,e- minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p21.mid,data/files_pianomidi/ea607a23d4767cfa67dfe36568d253b28f9c17f3.mid,http://www.piano-midi.de/midis/chopin/chpn-p21.mid,data/normalized/ea607a23d4767cfa67dfe36568d253b28f9c17f3.xml
"Préludes, Opus 28
(1838)
 No. 18","Chopin, 
 Frédéric",Romanticism,f minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p18.mid,data/files_pianomidi/21bac9a9ff3ff5adc822140299cab37a9f4e6e25.mid,http://www.piano-midi.de/midis/chopin/chpn-p18.mid,data/normalized/21bac9a9ff3ff5adc822140299cab37a9f4e6e25.xml
"Scherzo Bb minor, Opus 31
(1837)
 Scherzo","Chopin, 
 Frédéric",Romanticism,C# major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chp_op31.mid,data/files_pianomidi/dae16872273877d03bdff7041c423d1fab51a443.mid,http://www.piano-midi.de/midis/chopin/chp_op31.mid,data/normalized/dae16872273877d03bdff7041c423d1fab51a443.xml
"4 Mazurkas, Opus 33
(1838)
 No. 2","Chopin, 
 Frédéric",Romanticism,D major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op33_2.mid,data/files_pianomidi/d30630ea7a6c7e55ad6a37c5b80d53f1189880fe.mid,http://www.piano-midi.de/midis/chopin/chpn_op33_2.mid,data/normalized/d30630ea7a6c7e55ad6a37c5b80d53f1189880fe.xml
"Piano sonata No. 2 Bb minor, Opus 35
(1839)
 1. Movement","Chopin, 
 Frédéric",Romanticism,b- minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op35_1.mid,data/files_pianomidi/0e560707a068da581e61e7deaeb621902d6b7cc1.mid,http://www.piano-midi.de/midis/chopin/chpn_op35_1.mid,data/normalized/0e560707a068da581e61e7deaeb621902d6b7cc1.xml
"4 Mazurkas, Opus 33
(1838)
 No. 4","Chopin, 
 Frédéric",Romanticism,B major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op33_4.mid,data/files_pianomidi/cdc8b629c0cab7c3174e99e797cf938a25d8be69.mid,http://www.piano-midi.de/midis/chopin/chpn_op33_4.mid,data/normalized/cdc8b629c0cab7c3174e99e797cf938a25d8be69.xml
"Reminiscences de Don Juan
(Fantasia on Mozart's Don Giovanni)

(1841)
 Reminiscences de Don Juan","Liszt, 
 Franz",Romanticism,d minor,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_donjuan.mid,data/files_pianomidi/062387c77579de0a26d8a009f616d686a64c86e2.mid,http://www.piano-midi.de/midis/liszt/liz_donjuan.mid,data/normalized/062387c77579de0a26d8a009f616d686a64c86e2.xml
"Piano sonata No. 2 Bb minor, Opus 35
(1839)
 3. Movement","Chopin, 
 Frédéric",Romanticism,b- minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op35_3.mid,data/files_pianomidi/c108c315062f7a7ff7789c9d601efe8cc2995314.mid,http://www.piano-midi.de/midis/chopin/chpn_op35_3.mid,data/normalized/c108c315062f7a7ff7789c9d601efe8cc2995314.xml
"Piano sonata No. 2 Bb minor, Opus 35
(1839)
 4. Movement","Chopin, 
 Frédéric",Romanticism,b- minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op35_4.mid,data/files_pianomidi/5e01dd65ccc990216c2e309ae94750c1b08ee6e0.mid,http://www.piano-midi.de/midis/chopin/chpn_op35_4.mid,data/normalized/5e01dd65ccc990216c2e309ae94750c1b08ee6e0.xml
"Fantaisie-Impromptu, Opus 66
(1834)
 Fantaisie-Impromptu","Chopin, 
 Frédéric",Romanticism,C# major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op66.mid,data/files_pianomidi/5322cf39c2608d670665a0c6a0841f968e28a1d3.mid,http://www.piano-midi.de/midis/chopin/chpn_op66.mid,data/normalized/5322cf39c2608d670665a0c6a0841f968e28a1d3.xml
"Piano sonata No. 2 Bb minor, Opus 35
(1839)
 2. Movement","Chopin, 
 Frédéric",Romanticism,,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op35_2.mid,,,
"Polonaise Ab major, Opus 53
(1842)
 Polonaise","Chopin, 
 Frédéric",Romanticism,A- major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op53.mid,data/files_pianomidi/19a52a0b70e487e734bd51cd0a955a4c0b23dfbe.mid,http://www.piano-midi.de/midis/chopin/chpn_op53.mid,data/normalized/19a52a0b70e487e734bd51cd0a955a4c0b23dfbe.xml
"Love dreams
(1850)
 No. 3","Liszt, 
 Franz",Romanticism,A- major,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_liebestraum.mid,data/files_pianomidi/e52d6692f0d8dda886073a7b0c546b4bc72706ac.mid,http://www.piano-midi.de/midis/liszt/liz_liebestraum.mid,data/normalized/e52d6692f0d8dda886073a7b0c546b4bc72706ac.xml
"Grandes Etudes de Paganini
(1851)
 No. 1","Liszt, 
 Franz",Romanticism,g minor,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_et1.mid,data/files_pianomidi/cca9acbf7c11f2bd3a9e2b6ccf133cc3afbbd085.mid,http://www.piano-midi.de/midis/liszt/liz_et1.mid,data/normalized/cca9acbf7c11f2bd3a9e2b6ccf133cc3afbbd085.xml
"Grandes Etudes de Paganini
(1851)
 No. 2","Liszt, 
 Franz",Romanticism,E- major,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_et2.mid,data/files_pianomidi/ffdd284b0eeea5069feb0d96608a802026692e78.mid,http://www.piano-midi.de/midis/liszt/liz_et2.mid,data/normalized/ffdd284b0eeea5069feb0d96608a802026692e78.xml
"Grandes Etudes de Paganini
(1851)
 No. 3 - La Campanella","Liszt, 
 Franz",Romanticism,g# minor,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_et3.mid,data/files_pianomidi/125da70cdc920e8b7e0d94f5df2b0288dbfadaa7.mid,http://www.piano-midi.de/midis/liszt/liz_et3.mid,data/normalized/125da70cdc920e8b7e0d94f5df2b0288dbfadaa7.xml
"Grandes Etudes de Paganini
(1851)
 No. 4","Liszt, 
 Franz",Romanticism,E major,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_et4.mid,data/files_pianomidi/6f4cf57b819be200c5a95528215cb3998cc02dcd.mid,http://www.piano-midi.de/midis/liszt/liz_et4.mid,data/normalized/6f4cf57b819be200c5a95528215cb3998cc02dcd.xml
"Grandes Etudes de Paganini
(1851)
 No. 5","Liszt, 
 Franz",Romanticism,E major,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_et5.mid,data/files_pianomidi/4cb353c849978ffc88569e58dc7d0e407c64ec2e.mid,http://www.piano-midi.de/midis/liszt/liz_et5.mid,data/normalized/4cb353c849978ffc88569e58dc7d0e407c64ec2e.xml
"Grandes Etudes de Paganini
(1851)
 No. 6","Liszt, 
 Franz",Romanticism,,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_et6.mid,,,
"Études d'exécution transcendante
(1851)
 No. 5 - Feux Follets","Liszt, 
 Franz",Romanticism,B- major,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_et_trans5.mid,data/files_pianomidi/7dc926f18bd1ae6831758ae5579fea97ff8ac37f.mid,http://www.piano-midi.de/midis/liszt/liz_et_trans5.mid,data/normalized/7dc926f18bd1ae6831758ae5579fea97ff8ac37f.xml
"Études d'exécution transcendante
(1851)
 No. 8 - Wild Hunt","Liszt, 
 Franz",Romanticism,c minor,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_et_trans8.mid,data/files_pianomidi/2f9872060b97964542c4b452114e9988cac1c1dc.mid,http://www.piano-midi.de/midis/liszt/liz_et_trans8.mid,data/normalized/2f9872060b97964542c4b452114e9988cac1c1dc.xml
"Études d'exécution transcendante
(1851)
 No. 4 - Mazeppa","Liszt, 
 Franz",Romanticism,d minor,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_et_trans4.mid,data/files_pianomidi/1b902e6b9eea7f39966649f532571ae0577125be.mid,http://www.piano-midi.de/midis/liszt/liz_et_trans4.mid,data/normalized/1b902e6b9eea7f39966649f532571ae0577125be.xml
"19 Hungarian Rhapsodies
(1885)
 No. 10","Liszt, 
 Franz",Romanticism,E major,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_rhap10.mid,data/files_pianomidi/86ad09c3ba48927bfd5a9afefd79e4cb7da74f23.mid,http://www.piano-midi.de/midis/liszt/liz_rhap10.mid,data/normalized/86ad09c3ba48927bfd5a9afefd79e4cb7da74f23.xml
"19 Hungarian Rhapsodies
(1885)
 No. 2","Liszt, 
 Franz",Romanticism,F# major,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_rhap02.mid,data/files_pianomidi/3cea505d2a0f50cb601022bc6f59cc6d7d703675.mid,http://www.piano-midi.de/midis/liszt/liz_rhap02.mid,data/normalized/3cea505d2a0f50cb601022bc6f59cc6d7d703675.xml
"España, Opus 165
(1890)
 Prélude","Albéniz, 
 Isaac",Romanticism,d minor,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_esp1.mid,data/files_pianomidi/040bc6ae219dac2da7bf8099247809f7d88236ea.mid,http://www.piano-midi.de/midis/albeniz/alb_esp1.mid,data/normalized/040bc6ae219dac2da7bf8099247809f7d88236ea.xml
"19 Hungarian Rhapsodies
(1885)
 No. 15 - Rákóczy March","Liszt, 
 Franz",Romanticism,a minor,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_rhap15.mid,data/files_pianomidi/4cfae89c23c7493f63b4b6581361452b09eeebae.mid,http://www.piano-midi.de/midis/liszt/liz_rhap15.mid,data/normalized/4cfae89c23c7493f63b4b6581361452b09eeebae.xml
"España, Opus 165
(1890)
 Malagueña","Albéniz, 
 Isaac",Romanticism,e minor,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_esp3.mid,data/files_pianomidi/617955920ed7f5a302eb83b13e2ac15245a0bd57.mid,http://www.piano-midi.de/midis/albeniz/alb_esp3.mid,data/normalized/617955920ed7f5a302eb83b13e2ac15245a0bd57.xml
"España, Opus 165
(1890)
 Tango","Albéniz, 
 Isaac",Romanticism,D major,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_esp2.mid,data/files_pianomidi/fe2e1f0e4ddacf4e3d9a8ca9575f982b3f8281ad.mid,http://www.piano-midi.de/midis/albeniz/alb_esp2.mid,data/normalized/fe2e1f0e4ddacf4e3d9a8ca9575f982b3f8281ad.xml
"19 Hungarian Rhapsodies
(1885)
 No. 9 - Carnival in Pest","Liszt, 
 Franz",Romanticism,E- major,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_rhap09.mid,data/files_pianomidi/019103f62bc839afa1870f21433d498c31c26eb5.mid,http://www.piano-midi.de/midis/liszt/liz_rhap09.mid,data/normalized/019103f62bc839afa1870f21433d498c31c26eb5.xml
"19 Hungarian Rhapsodies
(1885)
 No. 12","Liszt, 
 Franz",Romanticism,c# minor,,Piano,http://www.piano-midi.de/liszt.htm,,,http://www.piano-midi.de/midis/liszt/liz_rhap12.mid,data/files_pianomidi/f71a3cd8117691adf4120c3288f5771374e44f0f.mid,http://www.piano-midi.de/midis/liszt/liz_rhap12.mid,data/normalized/f71a3cd8117691adf4120c3288f5771374e44f0f.xml
"España, Opus 165
(1890)
 Serenata","Albéniz, 
 Isaac",Romanticism,g minor,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_esp4.mid,data/files_pianomidi/51848541559354a3842ca22ad3859f313b3fe477.mid,http://www.piano-midi.de/midis/albeniz/alb_esp4.mid,data/normalized/51848541559354a3842ca22ad3859f313b3fe477.xml
"España, Opus 165
(1890)
 Capricho Catalan","Albéniz, 
 Isaac",Romanticism,E- major,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_esp5.mid,data/files_pianomidi/a2ee94c4bf856067d12a5d59343007ed5aae6f87.mid,http://www.piano-midi.de/midis/albeniz/alb_esp5.mid,data/normalized/a2ee94c4bf856067d12a5d59343007ed5aae6f87.xml
"Suite española
(1886)
 Granada","Albéniz, 
 Isaac",Romanticism,F major,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_se1.mid,data/files_pianomidi/c12ae73a39a4724ee2d1e7ca90e822b5a7e665f8.mid,http://www.piano-midi.de/midis/albeniz/alb_se1.mid,data/normalized/c12ae73a39a4724ee2d1e7ca90e822b5a7e665f8.xml
"España, Opus 165
(1890)
 Zortzico","Albéniz, 
 Isaac",Romanticism,E major,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_esp6.mid,data/files_pianomidi/bc769e72463e3940b88e76435ade94262719b81d.mid,http://www.piano-midi.de/midis/albeniz/alb_esp6.mid,data/normalized/bc769e72463e3940b88e76435ade94262719b81d.xml
"Suite española
(1886)
 Cádiz (Saeta)","Albéniz, 
 Isaac",Romanticism,C# major,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_se4.mid,data/files_pianomidi/9b480ee89c7d1d2bb163179cb751731d33db48d5.mid,http://www.piano-midi.de/midis/albeniz/alb_se4.mid,data/normalized/9b480ee89c7d1d2bb163179cb751731d33db48d5.xml
"Suite española
(1886)
 Asturias (Leyenda)","Albéniz, 
 Isaac",Romanticism,g minor,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_se5.mid,data/files_pianomidi/d4935d477348d420e77e432b6488578657896ffe.mid,http://www.piano-midi.de/midis/albeniz/alb_se5.mid,data/normalized/d4935d477348d420e77e432b6488578657896ffe.xml
"Suite española
(1886)
 Cataluña (Curranda)","Albéniz, 
 Isaac",Romanticism,g minor,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_se2.mid,data/files_pianomidi/b598d4737aa1f8aeb917ba6933327d9e65799a10.mid,http://www.piano-midi.de/midis/albeniz/alb_se2.mid,data/normalized/b598d4737aa1f8aeb917ba6933327d9e65799a10.xml
"Suite española
(1886)
 Sevilla","Albéniz, 
 Isaac",Romanticism,G major,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_se3.mid,data/files_pianomidi/dbd3a293a9fbc5cceaf1be043fb9818206982c6a.mid,http://www.piano-midi.de/midis/albeniz/alb_se3.mid,data/normalized/dbd3a293a9fbc5cceaf1be043fb9818206982c6a.xml
"Suite española
(1886)
 Cuba (Notturno)","Albéniz, 
 Isaac",Romanticism,E- major,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_se8.mid,data/files_pianomidi/3cee8e3a62d8cf06a104e1c3b1e86cd6b4d99e6e.mid,http://www.piano-midi.de/midis/albeniz/alb_se8.mid,data/normalized/3cee8e3a62d8cf06a104e1c3b1e86cd6b4d99e6e.xml
"Suite española
(1886)
 Aragon (Fantasia)","Albéniz, 
 Isaac",Romanticism,d minor,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_se6.mid,data/files_pianomidi/b3f924bb4f2c1edc97bce182bace6ca42a5e97ef.mid,http://www.piano-midi.de/midis/albeniz/alb_se6.mid,data/normalized/b3f924bb4f2c1edc97bce182bace6ca42a5e97ef.xml
"Suite española
(1886)
 Castilla (Seguidillas)","Albéniz, 
 Isaac",Romanticism,F# major,,Piano,http://www.piano-midi.de/albeniz.htm,,,http://www.piano-midi.de/midis/albeniz/alb_se7.mid,data/files_pianomidi/3b153356403cbbdb1e8d81cf7ce0f84c6cd8b8ae.mid,http://www.piano-midi.de/midis/albeniz/alb_se7.mid,data/normalized/3b153356403cbbdb1e8d81cf7ce0f84c6cd8b8ae.xml
"53 Studies on Études on Frédéric Chopin
(1914)
 No. 1","Godowsky, 
 Leopold",Romanticism,C major,,Piano,http://www.piano-midi.de/godowsky.htm,,,http://www.piano-midi.de/midis/godowsky/god_chpn_op10_e01.mid,data/files_pianomidi/a96ecd1090b1bbc96156f2b41cce360f6ebb39da.mid,http://www.piano-midi.de/midis/godowsky/god_chpn_op10_e01.mid,data/normalized/a96ecd1090b1bbc96156f2b41cce360f6ebb39da.xml
